Bug_id, Commit Number of Functions, Commit total cyclomatic complexity, Commit total lines of code,Commit token_count,Commit parameters
384108,60.0,292.0,936.0,6034.0,69.0
385394,44.875,166.25,625.0,4018.875,44.375
423588,45.333333333333336,158.22222222222223,589.1111111111111,3759.6666666666665,42.44444444444444
420238,43.8,158.2,609.2,4077.5,45.4
405216,42.81818181818182,156.27272727272728,603.9090909090909,4044.909090909091,43.27272727272727
413943,42.0,154.66666666666666,599.5,4017.75,41.5
423495,40.69230769230769,146.0,567.0769230769231,3785.923076923077,39.92307692307692
236006,35.4375,122.25,472.375,3140.5,34.8125
424252,36.1764705882353,121.41176470588235,502.94117647058823,3344.235294117647,34.294117647058826
423892,31.1,103.95,430.25,2861.95,29.25
423725,30.476190476190474,102.66666666666667,422.4761904761905,2803.190476190476,28.61904761904762
423040,30.0,100.68181818181819,414.95454545454544,2743.318181818182,28.545454545454547
413096,34.73913043478261,114.95652173913044,483.0869565217391,3178.2608695652175,31.347826086956523
423768,34.541666666666664,115.25,481.4583333333333,3165.625,31.625
423718,34.4,117.92,486.4,3225.88,31.8
423748,33.61538461538461,115.53846153846153,476.5769230769231,3165.076923076923,31.653846153846153
420972,24.70731707317073,86.14634146341463,350.0,2324.560975609756,24.024390243902438
412479,24.0,83.55555555555556,338.22222222222223,2243.222222222222,23.488888888888887
416746,24.369565217391305,84.19565217391305,339.6304347826087,2256.717391304348,23.956521739130434
417399,24.48936170212766,87.63829787234043,352.4255319148936,2339.468085106383,24.170212765957448
369884,24.375,87.8125,355.1458333333333,2354.125,24.104166666666668
410049,24.918367346938776,88.61224489795919,357.265306122449,2371.1632653061224,25.714285714285715
422533,27.2,95.32,389.48,2576.48,27.06
418859,27.470588235294116,95.6470588235294,389.70588235294116,2581.6470588235293,27.41176470588235
397872,28.096153846153847,99.42307692307692,400.1923076923077,2647.9615384615386,28.21153846153846
420951,28.132075471698112,100.50943396226415,407.3018867924528,2728.754716981132,29.037735849056602
395161,27.74074074074074,98.98148148148148,400.8888888888889,2685.3888888888887,28.555555555555557
409834,28.327272727272728,102.49090909090908,410.56363636363636,2745.672727272727,29.29090909090909
398381,28.42105263157895,103.6842105263158,414.70175438596493,2769.2982456140353,29.771929824561404
421764,28.35593220338983,103.72881355932203,415.6779661016949,2776.3728813559323,30.06779661016949
421725,29.55,106.31666666666666,423.48333333333335,2812.8333333333335,31.466666666666665
418254,29.672131147540984,109.08196721311475,433.2295081967213,2886.065573770492,31.852459016393443
415522,29.5,108.03225806451613,430.4193548387097,2868.6451612903224,31.629032258064516
419710,29.095238095238095,106.5079365079365,424.2063492063492,2826.7301587301586,31.22222222222222
418910,16.426315789473684,45.65263157894737,173.45263157894738,1113.0315789473684,17.773684210526316
396296,16.50785340314136,45.92670157068063,174.2303664921466,1117.7277486910996,17.87434554973822
420835,16.473958333333332,45.84375,173.90625,1116.8020833333333,17.875
411017,15.77570093457944,43.004672897196265,164.52803738317758,1058.607476635514,16.850467289719628
417929,15.87906976744186,43.711627906976744,166.86511627906978,1075.6418604651162,16.84186046511628
411750,15.842592592592593,43.592592592592595,166.5185185185185,1072.9490740740741,16.78240740740741
420126,15.797235023041475,43.74193548387097,166.74193548387098,1075.0184331797236,16.714285714285715
418275,15.802752293577981,43.85321100917431,167.10091743119267,1077.7201834862385,16.692660550458715
371027,15.7,43.81363636363636,167.0090909090909,1078.8363636363636,16.586363636363636
420035,15.63963963963964,43.68468468468468,166.40540540540542,1075.8423423423424,16.554054054054053
419435,15.748878923766815,43.91928251121076,167.39461883408072,1082.3139013452915,16.704035874439462
302536,15.799107142857142,44.191964285714285,168.76785714285714,1090.90625,16.785714285714285
418683,16.026666666666667,44.75555555555555,171.2888888888889,1106.391111111111,16.995555555555555
